country_code,year,PIB,country_name,continent_name,pop_active,pop_total,earth_footprint,IHD,pib_per_capta,measure,energy_value,earth_footprint_continent_mean_on_year,pop_active_continent_mean_on_year,pop_total_continent_mean_on_year,IHD_continent_mean_on_year,pib_per_capta_continent_mean_on_year,energy_value_continent_mean_on_year
TTO,1990,5068000000,Trinidad and Tobago,North America,463570,1221116,1.42579032392772,0.672,4150.301855024421,PC_PRYENRGSUPPLY,1.1,NA,12108161.125,26210511.6875,0.626875,4749.58475050836,NA
TUN,1990,12290568181.8182,Tunisia,Africa,2530410,8242496,0.9191927700291748,0.569,1491.122128760293,PC_PRYENRGSUPPLY,12.98,NA,4283725.828571429,12017959.885714285,0.4154857142857143,NA,NA
TUR,1990,150676291094.21,Turkey,Europe,19672893,53921760,1.2480869631789253,0.579,2794.3503901617823,PC_PRYENRGSUPPLY,18.32,NA,9326802.846153846,19935842.46153846,0.7413076923076923,NA,9.456666666666667
TUR,1990,150676291094.21,Turkey,Asia,19672893,53921760,1.2480869631789253,0.579,2794.3503901617823,PC_PRYENRGSUPPLY,18.32,NA,40442472.19444445,89312707,0.5965555555555555,NA,NA
TZA,1990,4258743262.82876,Tanzania (United Republic of),Africa,11949975,25203845,NA,0.37,168.97196688952658,PC_PRYENRGSUPPLY,93.1,NA,4283725.828571429,12017959.885714285,0.4154857142857143,NA,NA
UGA,1990,4304398865.88268,Uganda,Africa,6303540,17354392,0.8416317206061212,0.311,248.0293671989592,NA,NA,NA,4283725.828571429,12017959.885714285,0.4154857142857143,NA,NA
UKR,1990,81456918678.5008,Ukraine,Europe,24575823,51892000,NA,0.705,1569.7394334097894,PC_PRYENRGSUPPLY,0.5,NA,9326802.846153846,19935842.46153846,0.7413076923076923,NA,9.456666666666667
URY,1990,9298839655.23139,Uruguay,South America,1381330,3109601,1.7565812134798917,0.692,2990.3642477704984,PC_PRYENRGSUPPLY,51.03,1.2535219362988823,10778954.909090908,26806842.818181816,0.622,2013.1126470431532,NA
USA,1990,5963144000000,United States of America,North America,127955107,249623000,4.772617344987555,0.86,23888.60000881329,PC_PRYENRGSUPPLY,5.02,NA,12108161.125,26210511.6875,0.626875,4749.58475050836,NA
VEN,1990,48598315565.032,"Venezuela, Bolivarian Republic of",South America,7728664,19632665,1.4571200212315407,0.634,2475.380472545729,PC_PRYENRGSUPPLY,9.52,1.2535219362988823,10778954.909090908,26806842.818181816,0.622,2013.1126470431532,NA
VNM,1990,6471740805.56984,Viet Nam,Asia,32917142,67988862,0.3443618684653876,0.475,95.18825018088758,PC_PRYENRGSUPPLY,72.37,NA,40442472.19444445,89312707,0.5965555555555555,NA,NA
WSM,1990,125766269.755358,Samoa,Oceania,32804,162803,0.9918441912679831,0.62,772.5058491266009,NA,NA,1.6413730980372914,NA,3720647.285714286,0.6564285714285715,NA,NA
YEM,1990,5647119229.00763,Yemen,Asia,2503707,11709993,0.39317941636489523,0.399,482.24787401731413,PC_PRYENRGSUPPLY,3.08,NA,40442472.19444445,89312707,0.5965555555555555,NA,NA
ZAF,1990,115553279480.54,South Africa,Africa,12034766,36800509,1.621972470967725,0.618,3139.9913376344875,PC_PRYENRGSUPPLY,11.54,NA,4283725.828571429,12017959.885714285,0.4154857142857143,NA,NA
ZMB,1990,3285217391.30435,Zambia,Africa,3379593,8036845,0.4923485961308435,0.401,408.7695347246774,PC_PRYENRGSUPPLY,87.01,NA,4283725.828571429,12017959.885714285,0.4154857142857143,NA,NA
ZWE,1990,8783816700,Zimbabwe,Africa,4627015,10432421,0.7512707278040172,0.491,841.9729897786908,PC_PRYENRGSUPPLY,54.89,NA,4283725.828571429,12017959.885714285,0.4154857142857143,NA,NA
ALB,1991,1099559027.77778,Albania,Europe,1444750,3266790,0.8410701854212144,0.626,336.58699450462996,PC_PRYENRGSUPPLY,35.57,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
ARE,1991,51552165622.4462,United Arab Emirates,Asia,987085,1937153,6.859623777045476,0.738,26612.335536969047,PC_PRYENRGSUPPLY,0,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
ARG,1991,189719984268.485,Argentina,South America,13696710,33079000,1.597616332571006,0.713,5735.360327352248,PC_PRYENRGSUPPLY,6.73,1.3614965779324713,11096181.454545455,27299428,0.6271818181818182,2383.0567473073893,NA
ARM,1991,2068526521.90299,Armenia,Europe,1449791,3505258,NA,0.628,590.1210472675592,PC_PRYENRGSUPPLY,1.82,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
ARM,1991,2068526521.90299,Armenia,Asia,1449791,3505258,NA,0.628,590.1210472675592,PC_PRYENRGSUPPLY,1.82,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
ASM,1991,NA,Samoa,Oceania,NA,48685,0.9753812370404015,0.622,NA,NA,NA,1.5468011238983694,NA,3792568,0.6605714285714286,NA,NA
AUS,1991,325306490856.291,Australia,Oceania,8542393,17284000,3.726561821343607,0.867,18821.250338827296,PC_PRYENRGSUPPLY,6.1,1.5468011238983694,NA,3792568,0.6605714285714286,NA,NA
AUT,1991,173794177725.398,Austria,Europe,3617487,7754891,2.806673232323124,0.8,22410.911736270442,PC_PRYENRGSUPPLY,19.81,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
BDI,1991,1167398478.3459,Burundi,Africa,2575130,5564926,0.5308208496574549,0.3,209.7778979174027,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
BEL,1991,211637816538.689,Belgium,Europe,4037587,10004486,3.5159865881698513,0.81,21154.291838550125,PC_PRYENRGSUPPLY,0.97,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
BEN,1991,1986437859.90346,Benin,Africa,2022257,5149499,0.5450945516452249,0.354,385.75361601263734,PC_PRYENRGSUPPLY,95.05,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
BGD,1991,30957483949.5798,Bangladesh,Asia,34873571,105599127,0.23431231686360762,0.394,293.16041551725897,PC_PRYENRGSUPPLY,55.33,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
BGR,1991,10943548387.0968,Bulgaria,Europe,3994505,8632367,2.035122158362457,0.691,1267.7343754148544,PC_PRYENRGSUPPLY,1.6,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
BHR,1991,4616223404.25532,Bahrain,Asia,222200,509760,4.038197991146189,0.752,9055.679936156857,PC_PRYENRGSUPPLY,0,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
BLZ,1991,444720750,Belize,North America,63495,191128,NA,0.651,2326.821554141727,NA,NA,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
BOL,1991,5343274311.56789,Bolivia,South America,2912053,7011453,1.1064732830254966,0.543,762.0780331220776,PC_PRYENRGSUPPLY,33.45,1.3614965779324713,11096181.454545455,27299428,0.6271818181818182,2383.0567473073893,NA
BRA,1991,602860000000,Brazil,South America,61924698,151648011,1.447849706091204,0.615,3975.390089356332,PC_PRYENRGSUPPLY,46.15,1.3614965779324713,11096181.454545455,27299428,0.6271818181818182,2383.0567473073893,NA
BRB,1991,2007109829.46353,Barbados,North America,135341,261905,2.0963789785671056,0.718,7663.503291130486,NA,NA,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
BRN,1991,3701667052.55846,Brunei Darussalam,Asia,113791,266210,1.8728995334170055,0.787,13905.063868969837,PC_PRYENRGSUPPLY,0.08,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
BWA,1991,3942792837.35655,Botswana,Africa,448039,1326322,1.1866110397055625,0.588,2972.7267114294646,PC_PRYENRGSUPPLY,36.47,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
CAF,1991,1377375030.52921,Central African Republic,Africa,1180836,2878509,0.805911095307356,0.312,478.50294389533263,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
CAN,1991,610328183643.188,Canada,North America,14739476,28037420,4.047259449185082,0.853,21768.343294182847,PC_PRYENRGSUPPLY,17.7,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
CHE,1991,261113787377.964,Switzerland,Europe,3856854,6799978,3.0703355254635802,0.834,38399.21061185256,PC_PRYENRGSUPPLY,15.84,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
CHL,1991,37834793730.3133,Chile,South America,5229691,13495258,1.5879660739734673,0.711,2803.562090499737,PC_PRYENRGSUPPLY,31.96,1.3614965779324713,11096181.454545455,27299428,0.6271818181818182,2383.0567473073893,NA
CHN,1991,383373318083.624,China,Asia,649931318,1150780000,0.767405526299156,0.51,333.14214540018423,PC_PRYENRGSUPPLY,25.14,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
CIV,1991,10492628915.4927,Cote d'Ivoire,Africa,4563062,12362407,NA,0.387,848.7529099707444,PC_PRYENRGSUPPLY,75.97,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
CMR,1991,12434370004.9586,Cameroon,Africa,5369053,12137912,0.5092324184980579,0.436,1024.424135300915,PC_PRYENRGSUPPLY,82.61,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
COD,1991,9625436872.51075,Congo,Africa,13992372,35908244,0.4847485557070233,0.535,268.0564628142426,PC_PRYENRGSUPPLY,91.26,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
COL,1991,49175565911.0655,Colombia,South America,14556755,33758337,0.9886528566151529,0.595,1456.6939689909932,PC_PRYENRGSUPPLY,31.7,1.3614965779324713,11096181.454545455,27299428,0.6271818181818182,2383.0567473073893,NA
CRI,1991,7168999670.28612,Costa Rica,North America,1202460,3202085,1.0874329492327348,0.661,2238.8536438870674,PC_PRYENRGSUPPLY,40.51,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
CUB,1991,24316556025.6585,Cuba,North America,4180197,10673542,1.11930707598816,0.67,2278.208679523489,PC_PRYENRGSUPPLY,40.52,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
CYP,1991,5770197348.48485,Cyprus,Europe,352192,783124,2.389640453747982,0.735,7368.178409147019,PC_PRYENRGSUPPLY,0.4,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
CYP,1991,5770197348.48485,Cyprus,Asia,352192,783124,2.389640453747982,0.735,7368.178409147019,PC_PRYENRGSUPPLY,0.4,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
CZE,1991,29675502269.5661,Czech Republic,Europe,4979810,10308578,NA,0.726,2878.7192830636873,PC_PRYENRGSUPPLY,1.66,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
DEU,1991,1861873895109.02,Germany,Europe,40048665,80013896,3.1520695369686615,0.809,23269.38179724457,PC_PRYENRGSUPPLY,1.47,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
DNK,1991,139224688814.195,Denmark,Europe,2874889,5154298,4.3998485243615715,0.804,27011.37745900509,PC_PRYENRGSUPPLY,5.85,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
DOM,1991,9734321854.02288,Dominican Republic,North America,2505001,7270409,0.57100649768302425,0.603,1338.8960447786199,PC_PRYENRGSUPPLY,23.82,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
DZA,1991,45715367087.1001,Algeria,Africa,6713641,26400479,0.736342778901572,0.581,1731.6112744431682,PC_PRYENRGSUPPLY,0.19,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
ECU,1991,16988535267.6338,Ecuador,South America,4204367,10472475,0.8868140611388302,0.646,1622.2082428111598,PC_PRYENRGSUPPLY,21.35,1.3614965779324713,11096181.454545455,27299428,0.6271818181818182,2383.0567473073893,NA
EGY,1991,37387836490.5284,Egypt,Africa,15889462,57424549,0.6812067585356386,0.55,651.0775816546403,PC_PRYENRGSUPPLY,6.11,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
ESP,1991,575598537069.656,Spain,Europe,15743106,38966376,2.3045419360866464,0.764,14771.672302029216,PC_PRYENRGSUPPLY,6.54,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
EST,1991,NA,Estonia,Europe,766873,1561314,NA,0.728,NA,PC_PRYENRGSUPPLY,2.05,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
FIN,1991,127866490222.026,Finland,Europe,2581454,5013740,2.68262164763431,0.787,25503.21520901084,PC_PRYENRGSUPPLY,18.46,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
FJI,1991,1383843860.1247,Fiji,Oceania,273672,735401,1.0330521036198812,0.651,1881.7541179910008,NA,NA,1.5468011238983694,NA,3792568,0.6605714285714286,NA,NA
FRA,1991,1269276828275.78,France,Europe,25921654,58559311,2.856528898422793,0.788,21675.064248549304,PC_PRYENRGSUPPLY,7.24,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
GAB,1991,5402919956.93831,Gabon,Africa,257723,975783,0.66817126816665,0.625,5537.009721360497,PC_PRYENRGSUPPLY,68.1,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
GBR,1991,1142797178130.51,United Kingdom,Europe,28909333,57424897,2.8722968859867493,0.788,19900.726650506836,PC_PRYENRGSUPPLY,0.48,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
GHA,1991,6596546195.65217,Ghana,Africa,6379921,15207367,0.570691743542602,0.46,433.7730650974735,PC_PRYENRGSUPPLY,84.7,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
GIN,1991,3014890569.04099,Guinea,Africa,2351498,6534939,0.682913015927576,0.28,461.3494585092516,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
GMB,1991,690314321.374999,Gambia,Africa,318139,992673,0.6066132486654903,0.337,695.4095874220403,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
GRC,1991,105143232379.884,Greece,Europe,4171854,10319927,2.4345628277352036,0.763,10188.369780123832,PC_PRYENRGSUPPLY,5.69,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
GTM,1991,9406097735.09117,Guatemala,North America,3197297,9483270,0.6539233143091385,0.483,991.8622727277794,PC_PRYENRGSUPPLY,71.42,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
GUY,1991,348533094.812165,Guyana,South America,284776,744474,0.8442207085724112,0.533,468.1601974174585,NA,NA,1.3614965779324713,11096181.454545455,27299428,0.6271818181818182,2383.0567473073893,NA
HND,1991,4648668478.56753,Honduras,North America,1832482,5098591,0.8156312524230596,0.509,911.7555180573476,PC_PRYENRGSUPPLY,70.9,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
HRV,1991,NA,Croatia,Europe,2174107,4689022,NA,0.665,NA,PC_PRYENRGSUPPLY,20.85,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
HTI,1991,3473540601.82161,Haiti,North America,2739290,7178607,0.2812829480428275,0.409,483.87390503778937,PC_PRYENRGSUPPLY,81.36,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
HUN,1991,34748508332.1068,Hungary,Europe,4514298,10373400,2.1855318406055875,0.701,3349.770406241618,PC_PRYENRGSUPPLY,2.9,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
IDN,1991,116621996217.133,Indonesia,Asia,75992436,184591903,0.6014836747666201,0.533,631.7828372847589,PC_PRYENRGSUPPLY,45.19,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
IND,1991,270105348343.706,India,Asia,325025127,891273209,0.39153025550210735,0.432,303.05561259578485,PC_PRYENRGSUPPLY,44.45,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
IRL,1991,49847127139.0544,Ireland,Europe,1460520,3534235,3.110257725016941,0.767,14104.078291074136,PC_PRYENRGSUPPLY,1.68,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
IRN,1991,NA,"Iran, Islamic Republic of",Asia,14441747,57679034,0.8449187137575083,0.594,NA,PC_PRYENRGSUPPLY,1.08,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
IRQ,1991,NA,Iraq,Asia,4119462,17889459,0.5728616647961348,0.527,NA,PC_PRYENRGSUPPLY,0.63,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
ISL,1991,6920116563.2421,Iceland,Europe,143965,257797,NA,0.815,26843.27809571911,PC_PRYENRGSUPPLY,72.16,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
ISR,1991,67459649072.0021,Israel,Asia,2024654,4949000,2.2666962413650817,0.8,13630.965664175004,PC_PRYENRGSUPPLY,3.33,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
ITA,1991,1242109397533.95,Italy,Europe,24090976,56758521,2.6850507398823047,0.774,21884.10437146433,PC_PRYENRGSUPPLY,5,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
JAM,1991,4071219198.03601,Jamaica,North America,1101566,2439334,0.6359827461636971,0.639,1668.9880098567928,PC_PRYENRGSUPPLY,17.36,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
JOR,1991,4344250257.01278,Jordan,Asia,852791,3760496,0.7729155212759812,0.627,1155.2333141725933,PC_PRYENRGSUPPLY,1.8,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
JPN,1991,3584420077100.84,Japan,Asia,65018302,123921000,2.708740373693982,0.821,28925.041575688057,PC_PRYENRGSUPPLY,3.54,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
KAZ,1991,24881135586.399,Kazakhstan,Europe,8043799,16450500,NA,0.684,1512.485066496398,PC_PRYENRGSUPPLY,0.98,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
KAZ,1991,24881135586.399,Kazakhstan,Asia,8043799,16450500,NA,0.684,1512.485066496398,PC_PRYENRGSUPPLY,0.98,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
KEN,1991,8151479004.21334,Kenya,Africa,9094971,24521703,0.6418671027497054,0.466,332.41895981748655,PC_PRYENRGSUPPLY,83.06,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
KGZ,1991,2569444444.44444,Kyrgyzstan,Asia,1731737,4463600,NA,0.611,575.6439744700332,PC_PRYENRGSUPPLY,12.81,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
KHM,1991,NA,Cambodia,Asia,4125205,9289299,0.4834152001063638,0.368,NA,PC_PRYENRGSUPPLY,NA,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
KOR,1991,325734233312.879,"Korea, Republic of",Asia,19697871,43295704,1.9937605073902092,0.739,7523.477001618429,PC_PRYENRGSUPPLY,0.62,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
KWT,1991,11008793176.2223,Kuwait,Asia,888764,2031296,NA,0.673,5419.590830790933,PC_PRYENRGSUPPLY,0.22,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
LAO,1991,1028087972.31085,Lao People's Democratic Republic,Asia,1977504,4379236,0.5945437733639647,0.405,234.76423109210145,NA,NA,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
LKA,1991,9000362581.58086,Sri Lanka,Asia,7197081,17535729,0.4595134639481523,0.63,513.2585352785082,PC_PRYENRGSUPPLY,74.87,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
LSO,1991,704329192.771521,Lesotho,Africa,718000,1742539,0.6946925161474462,0.499,404.19708986227624,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
LTU,1991,NA,Lithuania,Europe,1789696,3704134,NA,0.728,NA,PC_PRYENRGSUPPLY,1.84,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
LUX,1991,14321878795.0384,Luxembourg,Europe,165593,387000,6.506752699792031,0.79,37007.43874686925,PC_PRYENRGSUPPLY,0.54,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
LVA,1991,NA,Latvia,Europe,1274215,2650581,NA,0.699,NA,PC_PRYENRGSUPPLY,14.22,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
MAR,1991,32285388165.2999,Morocco,Africa,7728988,25260404,0.6899671554157552,0.464,1278.1026053779624,PC_PRYENRGSUPPLY,14.72,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
MDA,1991,NA,Moldova (Republic of),Europe,1308666,3704000,NA,0.64,NA,PC_PRYENRGSUPPLY,1.12,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
MEX,1991,313142768453.485,Mexico,North America,30767050,85512623,1.2542617262441482,0.654,3661.947879361448,PC_PRYENRGSUPPLY,11.84,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
MLI,1991,2724131545.16958,Mali,Africa,3207072,8635527,0.7317457150416145,0.238,315.456317277403,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
MLT,1991,2750041434.26295,Malta,Europe,139039,363845,2.9073466094931812,0.745,7558.27738257486,PC_PRYENRGSUPPLY,0,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
MMR,1991,NA,Myanmar,Asia,19501560,41890197,0.39491055159764116,0.366,NA,PC_PRYENRGSUPPLY,85.24,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
MNG,1991,2379018326.31579,Mongolia,Asia,762268,2217917,3.075242386766826,0.574,1072.6363188143605,PC_PRYENRGSUPPLY,2.01,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
MOZ,1991,3263761937.95748,Mozambique,Africa,6067544,13328032,0.41073643170422086,0.212,244.87950943976423,PC_PRYENRGSUPPLY,94.63,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
MRT,1991,1443688869.96039,Mauritania,Africa,586454,2087912,1.1798451308980482,0.379,691.451014200019,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
MUS,1991,2856890680.60285,Mauritius,Africa,456506,1070266,1.2135127764478573,0.626,2669.3277004061138,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
MWI,1991,2203545856.66893,Malawi,Africa,4091276,9600355,0.3459700692314522,0.346,229.52753899922763,NA,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
MYS,1991,49142784405.0044,Malaysia,Asia,7285365,18519937,1.4759683538282706,0.652,2653.5071045330446,PC_PRYENRGSUPPLY,8.33,NA,40170483.72972973,88708226.48648648,0.5975675675675676,NA,NA
NAM,1991,2992650454.49607,Namibia,Africa,462713,1476388,0.9450803310368353,0.582,2027.0081133794572,PC_PRYENRGSUPPLY,41.34,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
NER,1991,2327986215.86356,Niger,Africa,3377129,8288735,0.8057110951053879,0.214,280.86146026668246,PC_PRYENRGSUPPLY,NA,NA,4411829.228571429,12343558.085714286,0.4174285714285714,NA,NA
NIC,1991,1488804123.71134,Nicaragua,North America,1406390,4267568,0.8324721284552508,0.498,348.8647688124337,PC_PRYENRGSUPPLY,71.08,NA,12249855.3125,26605743.8125,0.6300625,4883.11371158041,NA
NLD,1991,327500328264.969,Netherlands,Europe,7020794,15069798,2.8928568620080894,0.834,21732.23080129999,PC_PRYENRGSUPPLY,1.11,NA,9381668.512820512,20011850.589743588,0.7420769230769231,NA,9.96102564102564
