country_code,year,PIB,country_name,continent_name,pop_active,pop_total,earth_footprint,IHD,pib_per_capta,measure,energy_value,earth_footprint_continent_mean_on_year,pop_active_continent_mean_on_year,pop_total_continent_mean_on_year,IHD_continent_mean_on_year,pib_per_capta_continent_mean_on_year,energy_value_continent_mean_on_year
DMA,2007,421375851.851852,Dominica,North America,NA,70795,1.5866737379003162,0.715,5952.056668576199,NA,NA,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
DNK,2007,319423424509.066,Denmark,Europe,2930742,5461438,4.716052057590104,0.904,58487.054967769654,PC_PRYENRGSUPPLY,16.2,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
DOM,2007,44169678153.1566,Dominican Republic,North America,3675577,9338861,0.9199424102666268,0.691,4729.664372684913,PC_PRYENRGSUPPLY,13.94,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
DZA,2007,134977087734.008,Algeria,Africa,10404063,34166972,1.0878646602811428,0.707,3950.513605185967,PC_PRYENRGSUPPLY,0.25,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
ECU,2007,51007777000,Ecuador,South America,6575991,14296557,1.0543207105942491,0.698,3567.8364378220576,PC_PRYENRGSUPPLY,13.74,1.6058975309629813,15070217.833333334,31675494.833333332,0.7078333333333333,5406.584228444787,NA
EGY,2007,130478960092.499,Egypt,Africa,25187970,78232126,1.096050246002468,0.65,1667.8437205260022,PC_PRYENRGSUPPLY,4.15,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
ERI,2007,1317974491.05691,Eritrea,Africa,1455105,2996536,0.41242654665732736,0.411,439.8326904989328,PC_PRYENRGSUPPLY,73.92,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
ESP,2007,1479341637010.68,Spain,Europe,22457695,45226803,3.4004522473046666,0.853,32709.401038377175,PC_PRYENRGSUPPLY,6.96,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
EST,2007,22237061730.0849,Estonia,Europe,692034,1340680,4.554114138857985,0.839,16586.40520488476,PC_PRYENRGSUPPLY,10.57,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
ETH,2007,19707616772.7996,Ethiopia,Africa,35599211,80674348,0.5619150974973033,0.378,244.2860371527217,PC_PRYENRGSUPPLY,95.39,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
FIN,2007,255384615384.615,Finland,Europe,2690488,5288720,4.211899912737276,0.901,48288.54909781856,PC_PRYENRGSUPPLY,23.46,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
FJI,2007,3405050611.68726,Fiji,Oceania,343713,836190,1.4562994595362733,0.702,4072.1015698432893,NA,NA,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
FRA,2007,2657213249384.07,France,Europe,29298628,64016225,3.202787601548629,0.876,41508.4339850416,PC_PRYENRGSUPPLY,6.28,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
FSM,2007,256548100,Micronesia (Federated States of),Oceania,NA,104444,NA,0.592,2456.3220481789285,NA,NA,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
GAB,2007,12438956756.4455,Gabon,Africa,431893,1472575,1.2967588122311748,0.652,8447.07859120622,PC_PRYENRGSUPPLY,81.79,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
GBR,2007,3084117647058.82,United Kingdom,Europe,31243999,61322463,3.554073117490338,0.892,50293.440546555015,PC_PRYENRGSUPPLY,2.18,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
GEO,2007,10172882370.5477,Georgia,Europe,1999505,3860158,0.942225646062296,0.73,2635.3538820296217,PC_PRYENRGSUPPLY,29.82,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
GEO,2007,10172882370.5477,Georgia,Asia,1999505,3860158,0.942225646062296,0.73,2635.3538820296217,PC_PRYENRGSUPPLY,29.82,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
GHA,2007,24758819717.7074,Ghana,Africa,9703567,22963946,1.0273725413150787,0.53,1078.1605094223528,PC_PRYENRGSUPPLY,53.98,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
GIN,2007,6281917655.89242,Guinea,Africa,3303291,9518162,0.8080465634608953,0.39,659.9927229534883,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
GMB,2007,798885556.457903,Gambia,Africa,521384,1639848,0.6921947463446912,0.427,487.17049169063415,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
GNB,2007,695990208.376629,Guinea-Bissau,Africa,572725,1411543,0.906237027528976,0.409,493.070496879393,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
GNQ,2007,13071718758.7373,Equatorial Guinea,Africa,302837,821687,1.4458123312543545,0.585,15908.39183136316,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
GRC,2007,318497936901.177,Greece,Europe,5063057,11048473,3.657852634396607,0.849,28827.326355522342,PC_PRYENRGSUPPLY,5.72,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
GRD,2007,758683592.592593,Grenada,North America,NA,105190,1.6151913835047074,0.735,7212.506821870833,NA,NA,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
GTM,2007,34113107085.6085,Guatemala,North America,4999569,13700327,1.0307362553864179,0.59,2489.9483848530404,PC_PRYENRGSUPPLY,56.72,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
GUY,2007,1740180444.25731,Guyana,South America,273413,746474,1.4604642656963367,0.618,2331.2003422186303,NA,NA,1.6058975309629813,15070217.833333334,31675494.833333332,0.7078333333333333,5406.584228444787,NA
HND,2007,12275493958.7834,Honduras,North America,2897884,7808518,1.0586983971759825,0.593,1572.06450171254,PC_PRYENRGSUPPLY,45.19,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
HRV,2007,60121906684.0682,Croatia,Europe,1936563,4310217,2.6288000952688533,0.8,13948.696013232791,PC_PRYENRGSUPPLY,15.25,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
HTI,2007,5885325589.97642,Haiti,North America,3862363,9495328,0.35428231696076407,0.462,619.8127742376482,PC_PRYENRGSUPPLY,79,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
HUN,2007,139850794387.281,Hungary,Europe,4287249,10055780,2.0621363813879405,0.813,13907.503384847421,PC_PRYENRGSUPPLY,5.11,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
IDN,2007,432216737774.861,Indonesia,Asia,108776342,232374245,0.8226383939542893,0.642,1860.0027631068194,PC_PRYENRGSUPPLY,35.42,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
IND,2007,1216735426855.47,India,Asia,455807544,1183209472,0.5620387221012146,0.556,1028.3347586786983,PC_PRYENRGSUPPLY,31.26,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
IRL,2007,269917943471.12,Ireland,Europe,2325549,4398942,3.5530739275282635,0.908,61359.74138125031,PC_PRYENRGSUPPLY,3.18,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
IRN,2007,349881601458.56,"Iran, Islamic Republic of",Asia,24196831,71336475,1.9064692786497384,0.736,4904.666251851665,PC_PRYENRGSUPPLY,1.13,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
IRQ,2007,88840050497.0957,Iraq,Asia,6845242,27911248,0.673180195789621,0.638,3182.9479820141223,PC_PRYENRGSUPPLY,2.09,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
ISL,2007,21514962936.5389,Iceland,Europe,187329,311566,NA,0.897,69054.270801496,PC_PRYENRGSUPPLY,83.78,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
ISR,2007,178743403203.427,Israel,Asia,3261624,7180100,3.265780678609541,0.881,24894.277684632107,PC_PRYENRGSUPPLY,3.64,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
ITA,2007,2203053380782.92,Italy,Europe,24393494,58438310,3.3005488150293503,0.866,37698.786648397596,PC_PRYENRGSUPPLY,9.21,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
JAM,2007,12827809965.2375,Jamaica,North America,1282357,2768227,1.1844384861662212,0.705,4633.944385788268,PC_PRYENRGSUPPLY,9.67,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
JOR,2007,17110587447.1086,Jordan,Asia,1632496,6255280,1.3082550178525587,0.735,2735.3831398608218,PC_PRYENRGSUPPLY,1.55,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
JPN,2007,4515264514430.57,Japan,Asia,67143470,128001000,2.8750293647857905,0.88,35275.22843126671,PC_PRYENRGSUPPLY,3.06,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
KAZ,2007,104849886825.584,Kazakhstan,Europe,8226273,15484192,3.234806365905365,0.759,6771.414796818846,PC_PRYENRGSUPPLY,1.1,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
KAZ,2007,104849886825.584,Kazakhstan,Asia,8226273,15484192,3.234806365905365,0.759,6771.414796818846,PC_PRYENRGSUPPLY,1.1,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
KEN,2007,31958195182.2406,Kenya,Africa,14218327,38705932,0.6051237800337308,0.514,825.6665976223128,PC_PRYENRGSUPPLY,83.86,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
KGZ,2007,3802566170.81543,Kyrgyzstan,Asia,2396311,5268400,0.7927200358960432,0.628,721.7686908388563,PC_PRYENRGSUPPLY,37.21,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
KHM,2007,8639235842.18075,Cambodia,Asia,7359866,13679962,0.6292515774660605,0.513,631.5248421143823,PC_PRYENRGSUPPLY,66.57,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
KIR,2007,132671742.950381,Kiribati,Oceania,NA,96527,NA,0.582,1374.4521527694944,NA,NA,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
KNA,2007,723938700.37037,Saint Kitts and Nevis,North America,NA,47778,NA,0.733,15152.13488154318,NA,NA,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
KOR,2007,1122679154632.41,"Korea, Republic of",Asia,24773034,48683638,3.304869311235162,0.869,23060.70788367151,PC_PRYENRGSUPPLY,0.59,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
KWT,2007,114641097818.438,Kuwait,Asia,1313335,2504019,5.985742122834812,0.788,45782.83863598399,PC_PRYENRGSUPPLY,0,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
LAO,2007,4222962987.53859,Lao People's Democratic Republic,Asia,2858721,5944948,0.7024269618594298,0.521,710.3448150494487,NA,NA,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
LBN,2007,24873482491.675,Lebanon,Asia,1586725,4767344,1.8922166006656842,0.743,5217.471718356174,PC_PRYENRGSUPPLY,5.42,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
LBR,2007,1373000000,Liberia,Africa,1108486,3461911,0.7197871986842308,0.394,396.6017612815581,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
LCA,2007,1279428222.22222,Saint Lucia,North America,82826,167639,1.567294274549097,0.713,7632.043988703225,NA,NA,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
LIE,2007,4601299566.81106,Liechtenstein,Europe,NA,35217,NA,0.893,130655.63695973705,NA,NA,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
LKA,2007,32350248410.8216,Sri Lanka,Asia,8290945,19842044,0.7188550485174567,0.73,1630.3889060432282,PC_PRYENRGSUPPLY,54.61,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
LSO,2007,1716262753.00196,Lesotho,Africa,876179,1986922,0.9018215010920895,0.473,863.7796315114333,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
LTU,2007,39738180076.6283,Lithuania,Europe,1511376,3231294,2.891641608335796,0.825,12297.91534803961,PC_PRYENRGSUPPLY,10.19,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
LUX,2007,50888134410.0739,Luxembourg,Europe,215951,479993,8.226867228540655,0.888,106018.49279067382,PC_PRYENRGSUPPLY,3.05,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
LVA,2007,30901399261.387,Latvia,Europe,1136020,2200325,3.6476408299913587,0.818,14044.015889192278,PC_PRYENRGSUPPLY,29.34,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
MAR,2007,79041294874.4553,Morocco,Africa,10960699,31163673,0.8598983693408233,0.594,2536.3279506384024,PC_PRYENRGSUPPLY,12.72,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
MDA,2007,4401154128.12297,Moldova (Republic of),Europe,1344620,3576910,NA,0.661,1230.4346847203228,PC_PRYENRGSUPPLY,2.94,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
MDG,2007,7342923489.09616,Madagascar,Africa,9495139,19433530,0.6159696076046962,0.491,377.8481567217155,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
MDV,2007,1868383460.9375,Maldives,Asia,143056,335169,NA,0.651,5574.451876329553,NA,NA,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
MEX,2007,1052696282278.88,Mexico,North America,46671659,109170502,1.7572342106155792,0.739,9642.680605049156,PC_PRYENRGSUPPLY,9.66,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
MLI,2007,8145694631.88354,Mali,Africa,5102251,13651464,0.8715233614218012,0.367,596.6901888239635,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
MLT,2007,7880509170.54476,Malta,Europe,167652,406724,3.6329884376043395,0.827,19375.569601362986,PC_PRYENRGSUPPLY,0.09,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
MMR,2007,20182477480.5512,Myanmar,Asia,23603812,49621475,0.8402574200616357,0.498,406.72868915225115,PC_PRYENRGSUPPLY,68.3,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
MNE,2007,3680710375.03422,Montenegro,Europe,248173,615875,2.181969725521284,0.775,5976.39192211767,PC_PRYENRGSUPPLY,27.41,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
MNG,2007,4234999823.30839,Mongolia,Asia,1108306,2593820,3.2333847201718724,0.672,1632.726952258981,PC_PRYENRGSUPPLY,5.03,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
MOZ,2007,9366742309.49331,Mozambique,Africa,9918608,21673316,0.45803510129112357,0.378,432.1785512421501,PC_PRYENRGSUPPLY,96.22,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
MRT,2007,3356757064.45846,Mauritania,Africa,888161,3202517,1.381445849960531,0.476,1048.1621376119033,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
MUS,2007,8150138757.15741,Mauritius,Africa,545361,1239630,1.7346687657713342,0.728,6574.6543381149295,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
MWI,2007,4432937045.79897,Malawi,Africa,5514833,13341806,0.4396354102480663,0.4,332.25914436163816,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
MYS,2007,193547824063.3,Malaysia,Asia,11433194,26720370,2.3559325998136726,0.75,7243.45598744703,PC_PRYENRGSUPPLY,3.32,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
NAM,2007,8740865600.24981,Namibia,Africa,708508,2006514,1.030185697269631,0.568,4356.244511750135,PC_PRYENRGSUPPLY,24.49,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
NER,2007,4291363390.91295,Niger,Africa,5855567,14685399,0.9736447714342732,0.294,292.21973409867513,PC_PRYENRGSUPPLY,83.66,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
NGA,2007,275625684968.615,Nigeria,Africa,45010413,146339977,0.7290778327534471,0.479,1883.4613112493178,PC_PRYENRGSUPPLY,82.4,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
NIC,2007,7423377429.05927,Nicaragua,North America,2294832,5590055,0.9288898333876695,0.607,1327.9614295493104,PC_PRYENRGSUPPLY,50.64,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
NLD,2007,847481522036.682,Netherlands,Europe,8796213,16381696,4.068091404492253,0.904,51733.44213179649,PC_PRYENRGSUPPLY,3.13,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
NOR,2007,401082621082.621,Norway,Europe,2523355,4709153,4.021093704375937,0.938,85170.86216621567,PC_PRYENRGSUPPLY,46.39,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
NPL,2007,10325618017.379,Nepal,Asia,13634405,26382581,0.4893950117604639,0.491,391.38013135936166,PC_PRYENRGSUPPLY,91.05,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
NZL,2007,137316087308.003,New Zealand,Oceania,2265374,4223800,3.4379978577081918,0.894,32510.082699939157,PC_PRYENRGSUPPLY,32.2,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
OMN,2007,42085305591.6775,Oman,Asia,1080679,2657158,4.009128175515221,0.764,15838.465605612273,PC_PRYENRGSUPPLY,0,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
PAK,2007,152385716311.916,Pakistan,Asia,51901136,167808105,0.531850336644144,0.513,908.0950905912201,PC_PRYENRGSUPPLY,35.97,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
PAN,2007,21295984200,Panama,North America,1554921,3453675,1.6469863632396908,0.751,6166.1807205368195,PC_PRYENRGSUPPLY,24.44,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
PER,2007,102170981144.136,Peru,South America,15171988,28333052,1.1934644485417187,0.703,3606.070434774764,PC_PRYENRGSUPPLY,29.64,1.6058975309629813,15070217.833333334,31675494.833333332,0.7078333333333333,5406.584228444787,NA
PHL,2007,149359918059.998,Philippines,Asia,35445037,89405482,0.7162622903377395,0.657,1670.590155310588,PC_PRYENRGSUPPLY,42.73,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
PLW,2007,193113700,Palau,Oceania,NA,19158,NA,0.765,10080.055329366322,NA,NA,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
PNG,2007,9545071324.99241,Papua New Guinea,Oceania,2332591,6808514,1.1239279420654702,0.499,1401.931658654504,NA,NA,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
POL,2007,429063549983.742,Poland,Europe,17328184,38120560,2.820568259221174,0.819,11255.436698299867,PC_PRYENRGSUPPLY,5.01,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
PRT,2007,240169336162.059,Portugal,Europe,5551610,10542964,2.638949720808019,0.81,22780.05845055138,PC_PRYENRGSUPPLY,17.69,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
PRY,2007,17856270473.153,Paraguay,South America,2744361,5998427,1.8417283982306967,0.655,2976.8255032782763,PC_PRYENRGSUPPLY,161.54,1.6058975309629813,15070217.833333334,31675494.833333332,0.7078333333333333,5406.584228444787,NA
PSE,2007,5505800000,"Palestine, State of",Asia,810563,3494496,NA,0.663,1575.5634002728864,NA,NA,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
QAT,2007,79712087912.0879,Qatar,Asia,840791,1218434,9.742501250842885,0.83,65421.7527679693,PC_PRYENRGSUPPLY,0,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
ROU,2007,174585202805.233,Romania,Europe,9578825,20882982,1.775734133734653,0.781,8360.166321324847,PC_PRYENRGSUPPLY,11.94,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
RUS,2007,1299705764824.48,Russian Federation,Europe,75506737,142805088,3.1594548240391904,0.767,9101.256706094953,PC_PRYENRGSUPPLY,2.88,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
RUS,2007,1299705764824.48,Russian Federation,Asia,75506737,142805088,3.1594548240391904,0.767,9101.256706094953,PC_PRYENRGSUPPLY,2.88,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
RWA,2007,3811474435.73969,Rwanda,Africa,4561438,9273757,0.40309509493534723,0.445,410.99572004525135,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
SAU,2007,415964509673.115,Saudi Arabia,Asia,8628830,25184597,2.8795744328651525,0.783,16516.623620108552,PC_PRYENRGSUPPLY,0,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
SDN,2007,45898948564.0593,Sudan,Africa,8868665,32360621,NA,0.451,1418.358089112669,PC_PRYENRGSUPPLY,69.05,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
SEN,2007,14285970085.0519,Senegal,Africa,3324915,11687080,0.6771187614260925,0.436,1222.3729182184002,PC_PRYENRGSUPPLY,46.01,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
SGP,2007,180941941477.009,Singapore,Asia,2515754,4588599,3.962511164077061,0.878,39432.93834937614,PC_PRYENRGSUPPLY,0.94,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
SLB,2007,516074228.959749,Solomon Islands,Oceania,210117,492132,NA,0.505,1048.6500145484322,NA,NA,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
SLE,2007,2158496872.85796,Sierra Leone,Africa,2144045,5989633,0.5519909013301417,0.363,360.3721418086818,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
SLV,2007,17011750900,El Salvador,North America,2511259,6105810,1.2049859057903158,0.656,2786.1579217171843,PC_PRYENRGSUPPLY,52.11,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
SRB,2007,43170990616.4729,Serbia,Europe,3288452,7381579,1.7709176440641672,0.751,5848.476405451042,PC_PRYENRGSUPPLY,10.04,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
STP,2007,149146923.104274,Sao Tome and Principe,Africa,54027,166300,0.8828472373075328,0.53,896.8546187869754,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
SUR,2007,2936440801.45719,Suriname,South America,182868,511181,1.4666775314703082,0.687,5744.424776071861,NA,NA,1.6058975309629813,15070217.833333334,31675494.833333332,0.7078333333333333,5406.584228444787,NA
SVK,2007,86304245825.349,Slovakia,Europe,2650184,5374622,2.9742229512229823,0.814,16057.733143902771,PC_PRYENRGSUPPLY,5.28,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
SVN,2007,48114688201.4782,Slovenia,Europe,1040168,2018122,3.368879585887609,0.873,23841.31791907437,PC_PRYENRGSUPPLY,10.03,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
SWE,2007,488397792507.546,Sweden,Europe,4824803,9148092,3.9645785822190494,0.905,53387.94062276003,PC_PRYENRGSUPPLY,30.55,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
SYC,2007,1033561654.0568,Seychelles,Africa,NA,85033,NA,0.741,12154.82993728082,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
SYR,2007,40405006007.2086,Syrian Arab Republic,Asia,5449396,19878254,1.1202083322435517,0.649,2032.6234893270105,PC_PRYENRGSUPPLY,1.35,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
TCD,2007,8638711442.7705,Chad,Africa,3944294,10818024,0.8666671840066457,0.342,798.5480012588713,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
TGO,2007,2659095101.10026,Togo,Africa,2716539,5920359,0.5232253172961141,0.441,449.14423282443846,PC_PRYENRGSUPPLY,85.41,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
THA,2007,262942650543.771,Thailand,Asia,38538541,66182067,1.354850943149862,0.71,3973.0196178939377,PC_PRYENRGSUPPLY,18.56,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
TJK,2007,3719506172.83951,Tajikistan,Asia,1908789,7062672,0.5220359957950961,0.604,526.6429154347688,PC_PRYENRGSUPPLY,57.07,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
TLS,2007,2881040228.43039,Timor-Leste,Asia,264689,1036392,0.2736366577188472,0.581,2779.875016818337,NA,NA,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
TON,2007,300143056.873221,Tonga,Oceania,38425,102581,1.3644161034550544,0.698,2925.912760386631,NA,NA,NA,NA,2830902.4166666665,0.6746666666666666,9263.680904349882,NA
TTO,2007,21641620049.9352,Trinidad and Tobago,North America,663930,1308451,5.082580299453371,0.768,16539.8781077283,PC_PRYENRGSUPPLY,0.14,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
TUN,2007,38908069299.204,Tunisia,Africa,3561612,10304726,1.244757014062745,0.701,3775.750010160775,PC_PRYENRGSUPPLY,13.41,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
TUR,2007,675770112179.989,Turkey,Europe,22626619,69581848,1.876261930984183,0.708,9711.873593526705,PC_PRYENRGSUPPLY,9.6,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
TUR,2007,675770112179.989,Turkey,Asia,22626619,69581848,1.876261930984183,0.708,9711.873593526705,PC_PRYENRGSUPPLY,9.6,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
TZA,2007,21843529024.9154,Tanzania (United Republic of),Africa,19726913,40681414,NA,0.468,536.9412436085777,PC_PRYENRGSUPPLY,90.12,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
UGA,2007,12292813603.2327,Uganda,Africa,10505958,29486338,0.8368352843395467,0.459,416.89861939562314,NA,NA,NA,NA,19005458.18367347,0.4854081632653061,2096.276157401453,NA
UKR,2007,142579603960.396,Ukraine,Europe,21912056,46509350,1.9338256641178728,0.729,3065.6116234777737,PC_PRYENRGSUPPLY,1.71,NA,NA,18045723.347826086,0.823695652173913,30076.26787838372,NA
URY,2007,23410572634.3147,Uruguay,South America,1663373,3331749,2.1277680321856676,0.762,7026.511491206181,PC_PRYENRGSUPPLY,38.71,1.6058975309629813,15070217.833333334,31675494.833333332,0.7078333333333333,5406.584228444787,NA
USA,2007,14451858650000,United States of America,North America,155267878,301231207,5.717309258932983,0.905,47975.967675885586,PC_PRYENRGSUPPLY,4.67,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
UZB,2007,22311393927.8817,Uzbekistan,Asia,11766372,26868000,1.256986960233541,0.646,830.407694204321,PC_PRYENRGSUPPLY,1.16,NA,41061904.787234046,87763774.0212766,0.6847446808510639,10189.76261665257,NA
VCT,2007,684446259.259259,Saint Vincent and the Grenadines,North America,53341,108518,NA,0.709,6307.214095903528,NA,NA,NA,NA,22609338.95652174,0.7184347826086956,11509.705632412677,NA
